video,frame,left-x,left-y,right-x,right-y,nose-x,nose-y
5,97,0.9638672,-0.2368164,0.6953125,0.7871094,0.05145752,-0.2459821
5,98,0.9550781,-0.2519531,1.180176,0.5385742,0.05158868,-0.245995
5,99,0.9609375,-0.2856445,0.9296875,0.4916992,0.05178938,-0.2460326
5,100,0.9863281,-0.3413086,0.9887695,0.4462891,0.05225996,-0.2461564
5,101,0.9570313,-0.1923828,0.8779297,0.5244141,0.05262443,-0.2464199
5,102,0.9526367,-0.2631836,0.9145508,0.3149414,0.0529549,-0.2465856
5,103,0.9609375,-0.2553711,0.9384766,0.3520508,0.05324478,-0.2468313
5,104,0.9501953,-0.2651367,0.925293,0.3496094,0.05349594,-0.2469891
6,0,0.9624023,-0.237793,0.8925781,0.3862305,0.009825906,-0.1663461
6,1,0.9663086,-0.237793,0.8916016,0.3823242,0.009541899,-0.1662618
6,2,0.965332,-0.2412109,0.8930664,0.3852539,0.009450007,-0.1662626
6,3,0.9658203,-0.2373047,0.8930664,0.3852539,0.009416296,-0.1662626
6,4,0.9794922,-0.2558594,0.9033203,0.3813477,0.009301445,-0.1663087
6,5,0.9936523,-0.2695313,0.9418945,0.6225586,0.009069834,-0.166258
6,6,0.9580078,-0.2416992,1.000488,0.8408203,0.008869436,-0.1659684
6,7,0.9321289,-0.2353516,0.8813477,1.328125,0.007763372,-0.1652519
6,8,0.9599609,-0.269043,0.3164063,0.6494141,0.006110482,-0.1646802
6,9,0.9731445,-0.2524414,0.331543,0.4550781,0.00494071,-0.1639937
6,10,0.9799805,-0.2148438,0.4301758,0.4204102,0.001984255,-0.1630799
6,11,0.965332,-0.2202148,0.4301758,0.4204102,0.003014609,-0.1627737
6,12,0.9423828,-0.1938477,0.4516602,0.3217773,0.003532437,-0.1625785
6,13,0.8955078,-0.3276367,0.4174805,0.3374023,0.003780618,-0.1623703
6,14,1.001953,-0.3740234,-0.1484375,0.9282227,0.003707297,-0.1621983
6,15,0.9775391,-0.1860352,-0.1484375,0.9282227,0.00349985,-0.1616049
6,16,0.9619141,-0.3393555,0.1328125,1.199707,0.002982132,-0.1614548
6,17,1.036621,-0.2382813,0.1513672,0.9853516,0.001735353,-0.1610714
6,18,0.9575195,-0.2597656,-0.2573242,0.9643555,-0.001901021,-0.1606399
6,19,0.9345703,-0.2338867,-0.5141602,1.195313,-0.005614366,-0.1601648
6,20,0.9716797,-0.2426758,-0.7133789,1.113281,-0.008671477,-0.1570223
6,21,1.010254,-0.3066406,-0.6918945,0.9394531,-0.008925565,-0.1551324
6,22,0.9501953,-0.1904297,-0.5410156,0.6948242,-0.008710852,-0.1539849
6,23,0.9628906,-0.2275391,-0.637207,0.6967773,-0.008730153,-0.1533372
6,24,1.000977,-0.2724609,-0.4321289,0.7524414,-0.008622847,-0.152712
6,25,0.9472656,-0.2431641,-0.4169922,0.9765625,-0.008501038,-0.1523371
6,26,1.047852,-0.3579102,-0.8491211,0.9794922,-0.008020843,-0.152297
6,27,1.068848,-0.5449219,-0.465332,0.6655273,-0.007673349,-0.1522457
6,28,1.131348,-0.5307617,-0.2890625,0.8383789,-0.006928541,-0.1525871
6,29,0.8227539,-0.9760742,-0.5229492,0.909668,-0.003778868,-0.1543758
6,30,0.3579102,-0.5087891,-0.4785156,1.130859,-0.004032292,-0.156154
6,31,0.2265625,-0.4443359,-0.3911133,0.7514648,-0.003985406,-0.156517
6,32,0.2275391,-0.5175781,-0.1162109,0.8325195,-0.004007099,-0.1566963
6,33,0.2270508,-0.7597656,0.04931641,1.86377,-0.003322948,-0.1569034
6,34,0.005371094,-0.8334961,-0.9951172,1.823242,-0.003456459,-0.1566204
6,35,-0.04589844,-0.9174805,-0.4716797,0.4951172,-0.003863713,-0.1569781
6,36,-0.01220703,-0.8481445,0.3154297,0.253418,-0.003136336,-0.156321
6,37,-0.02001953,-0.828125,0.5673828,0.3305664,-0.003336115,-0.1567937
6,38,-0.09082031,-0.7714844,0.543457,1.714844,-0.003432574,-0.1563932
6,39,-0.1738281,-0.7592773,-0.5561523,1.668945,-0.003435492,-0.1563931
6,40,0.1567383,-0.8154297,0.04541016,0.7568359,-0.003141779,-0.1561956
6,41,0.2016602,-0.5698242,-0.1337891,1.375977,-0.002747741,-0.1562571
6,42,0.1982422,-0.6748047,-0.5424805,0.4765625,-0.002853449,-0.1563174
6,43,0.3393555,-0.8867188,-0.6855469,0.7871094,-0.002699758,-0.1556015
6,44,0.5317383,-0.859375,-0.3950195,0.6630859,-0.0006724554,-0.1532714
6,45,0.7680664,-0.8710938,-0.7407227,1.071289,0.002198088,-0.151628
6,46,0.7475586,-0.6450195,-0.8994141,1.21875,0.006391074,-0.1484554
6,47,0.7451172,-0.6079102,-0.8735352,0.7753906,0.007519075,-0.1465246
6,48,0.8774414,-0.5498047,-0.9360352,0.7416992,0.01279104,-0.1427662
6,49,0.7802734,-0.4838867,-0.5898438,0.2197266,0.0163538,-0.1414994
6,50,0.7055664,-0.5214844,-0.5898438,0.2197266,0.01609653,-0.1410085
6,51,0.7226563,-0.4541016,-0.7080078,0.3261719,0.01381674,-0.1415965
6,52,0.8134766,-0.4291992,-0.8798828,0.6508789,0.01152328,-0.1420411
6,53,0.9394531,-0.3139648,-0.8525391,1.031738,0.01033355,-0.1423685
6,54,1.014648,-0.3950195,-0.6816406,0.8881836,0.00796009,-0.1442353
6,55,1.008301,-0.3706055,-0.5844727,0.7758789,0.004429353,-0.1480962
6,56,1.001465,-0.2573242,-0.4106445,0.7128906,0.002453694,-0.1500407
6,57,0.9521484,-0.2958984,-0.371582,0.8803711,0.005583711,-0.1454808
6,58,0.9970703,-0.2768555,-0.5849609,0.7397461,0.003974545,-0.1453279
6,59,0.965332,-0.2617188,-0.9716797,0.1264648,0.002602956,-0.1462876
6,60,0.9384766,-0.2548828,-0.9741211,0.199707,0.001481361,-0.1472523
6,61,0.9619141,-0.2553711,-0.9775391,0.4003906,0.0005518051,-0.1475128
6,62,0.9980469,-0.2744141,-1.140137,0.5610352,-0.001204699,-0.1475006
6,63,0.9931641,-0.2592773,-0.8515625,0.5673828,-0.006661655,-0.1499869
6,64,0.956543,-0.2470703,-0.5761719,0.9013672,-0.006045008,-0.1524873
6,65,0.9584961,-0.293457,-0.1870117,1.115723,-0.004848466,-0.1537617
6,66,0.9453125,-0.262207,0.09814453,0.8920898,-0.003281687,-0.1550799
6,67,0.9287109,-0.2666016,0.4711914,0.9960938,-0.002787084,-0.155552
6,68,0.8867188,-0.2763672,0.7734375,0.8305664,-0.002756542,-0.1556749
6,69,0.9667969,-0.296875,0.0390625,1.02002,-0.004109985,-0.1560592
6,70,0.9804688,-0.2592773,-0.4804688,0.9399414,-0.006956167,-0.1561035
6,71,0.9267578,-0.3271484,-0.9902344,0.6694336,-0.008681105,-0.1553825
6,72,0.9248047,-0.265625,-0.7041016,0.7104492,-0.009487087,-0.1550718
6,73,0.9995117,-0.265625,-0.519043,0.9072266,-0.01002005,-0.1548481
6,74,1.032227,-0.2646484,-0.5786133,1.311035,-0.009930767,-0.1546867
6,75,0.9814453,-0.1831055,-0.9233398,1.383301,-0.009794884,-0.1546125
6,76,0.9550781,-0.1914063,-0.7949219,1.111816,-0.00924949,-0.1543262
6,77,0.9428711,-0.2021484,-0.1982422,0.7241211,-0.007764264,-0.1528817
6,78,0.9594727,-0.9052734,0.01269531,0.5786133,-0.006336886,-0.151857
6,79,1.338867,-0.8535156,-0.02880859,0.4013672,-0.006002309,-0.1511557
6,80,0.9125977,-0.8520508,-0.8891602,0.4267578,-0.003290785,-0.1493232
6,81,0.4145508,-0.5737305,-0.6430664,0.2329102,-0.002010977,-0.1486882
6,82,0.7470703,-0.07373047,-0.09277344,0.5073242,-0.001824259,-0.1491088
6,83,0.4301758,0.1000977,0.05078125,0.3959961,-0.002025024,-0.1498147
6,84,0.574707,-1.394531,0.2504883,2.088379,-0.001947713,-0.1504947
6,85,0.2441406,-0.8339844,0.9799805,0.9985352,-0.002272316,-0.1513325
6,86,0.2553711,-1.176758,-0.4125977,2.230957,-0.002629518,-0.15162
6,87,0.6035156,-0.3076172,0.0234375,1.369629,-0.002856172,-0.1516666
6,88,0.6298828,-0.4770508,-0.1831055,1.259277,-0.002986114,-0.1516127
6,89,0.7509766,-0.6665039,0.1801758,0.7460938,-0.003178768,-0.1514483
6,90,0.8486328,-0.4941406,0.402832,0.4995117,-0.003477711,-0.1513303
6,91,1.143555,-0.3676758,0.5952148,0.4780273,-0.003934591,-0.151398
6,92,1.143555,-0.453125,0.7802734,0.4780273,-0.004471518,-0.1515371
6,93,1.062012,-0.2578125,0.2695313,-0.1967773,-0.005218386,-0.1515893
6,94,0.9575195,-0.3789063,-0.2285156,1.161621,-0.005925964,-0.1518606
6,95,0.9248047,-0.4189453,-0.3554688,1.046387,-0.006255267,-0.1524143
6,96,0.9262695,-0.2890625,-0.1381836,1.309082,-0.006474952,-0.152913
6,97,0.9462891,-0.2753906,0.3613281,0.6860352,-0.00657513,-0.1528988
6,98,0.9604492,-0.1889648,0.2900391,0.7592773,-0.00672052,-0.1529521
6,99,0.9951172,-0.2280273,0.1650391,0.6411133,-0.006614901,-0.1528101
6,100,0.9677734,-0.2929688,0.1416016,0.8349609,-0.006590461,-0.1528364
6,101,0.9233398,-0.2402344,0.3862305,0.8803711,-0.006128384,-0.1532477
6,102,0.9199219,-0.2915039,1.097168,0.5,-0.005465669,-0.1539079
6,103,0.9526367,-0.3330078,1.188477,0.5927734,-0.004195835,-0.1548141
6,104,0.9389648,-0.3061523,0.9707031,0.496582,-0.002743385,-0.1557091
7,0,0.9511719,-0.3144531,0.8916016,0.3720703,0.02207723,-0.07733133
7,1,0.9399414,-0.3081055,0.8955078,0.3808594,0.02179348,-0.07738867
7,2,0.9394531,-0.3100586,0.8984375,0.3701172,0.02144367,-0.07741962
7,3,0.9423828,-0.3164063,0.9038086,0.3754883,0.02114723,-0.07742348
7,4,0.9428711,-0.3139648,0.9008789,0.3652344,0.02086397,-0.07748017
7,5,0.9458008,-0.3149414,0.8969727,0.3735352,0.02062099,-0.07753771
7,6,0.9428711,-0.3134766,0.8955078,0.3740234,0.02042948,-0.07755857
7,7,0.9467773,-0.3203125,0.9091797,0.4174805,0.02035986,-0.07757213
7,8,0.9428711,-0.3076172,0.9829102,0.734375,0.02029186,-0.07756902
7,9,0.9731445,-0.3544922,1.152344,0.7788086,0.02028678,-0.07755693
7,10,0.9384766,-0.3530273,0.4404297,0.4990234,0.01872569,-0.0767025
7,11,0.9160156,-0.2924805,0.3183594,0.3803711,0.01944432,-0.07623282
7,12,0.9458008,-0.3339844,0.07421875,0.5927734,0.02050786,-0.07594952
7,13,0.9521484,-0.3095703,-0.08447266,0.5463867,0.02323687,-0.07629442
7,14,0.9262695,-0.3071289,-0.3618164,0.6328125,0.02510105,-0.07659058
7,15,0.9384766,-0.3354492,-0.08935547,0.7167969,0.02584179,-0.07670996
7,16,0.9067383,-0.3125,-0.3549805,0.9458008,0.0265246,-0.07690734
7,17,0.9072266,-0.2758789,-0.3378906,0.6025391,0.02725751,-0.07712636
7,18,0.9150391,-0.3662109,-0.5854492,1.029785,0.02767094,-0.07719703
7,19,0.8852539,-0.3295898,0.1206055,0.7998047,0.02776276,-0.07726084
7,20,0.949707,-0.4306641,-0.7700195,1.224121,0.02744315,-0.07739393
7,21,0.8930664,-0.2895508,-0.753418,0.7841797,0.02402399,-0.07964287
7,22,0.9194336,-0.3510742,-0.4799805,0.7949219,0.02366546,-0.07981925
7,23,0.965332,-0.3583984,-0.7548828,0.5668945,0.0237234,-0.07956766
7,24,0.9453125,-0.3413086,-0.7724609,0.5151367,0.02343011,-0.07965821
7,25,0.909668,-0.3012695,-0.5673828,0.5200195,0.02470305,-0.07933699
7,26,0.9707031,-0.375,-0.8041992,0.7529297,0.02551463,-0.07805253
7,27,1.012207,-0.3574219,-0.8598633,0.6923828,0.02604108,-0.07807638
7,28,1.067871,-0.3725586,-0.5214844,0.6801758,0.02641668,-0.07853606
7,29,1.119141,-0.5053711,-0.309082,0.6489258,0.02749479,-0.07851824
7,30,1.465332,-1.077148,-0.6015625,0.9892578,0.02981031,-0.07640254
7,31,-0.06738281,-0.5991211,-0.5180664,0.8061523,0.02899312,-0.07692825
7,32,-0.04638672,-0.1870117,-0.2290039,0.9975586,0.02828177,-0.0769157
7,33,-0.230957,-0.4438477,-0.09277344,1.361328,0.02749732,-0.07602186
7,34,-0.0859375,-0.4682617,-0.5791016,1.062988,0.0275151,-0.07546759
7,35,-0.105957,-0.6484375,0.009277344,0.6166992,0.02789328,-0.0752927
7,36,-0.09375,-0.8476563,0.4614258,0.9765625,0.02824352,-0.07492629
7,37,-0.1323242,-0.6484375,-0.2504883,1.07959,0.02816779,-0.07457692
7,38,-0.1171875,-0.5366211,-0.5400391,0.987793,0.02834624,-0.07431418
7,39,-0.1357422,-0.4633789,-0.6206055,1.034668,0.02863817,-0.07417685
7,40,0.1601563,-0.5307617,-0.5405273,0.6591797,0.02837251,-0.07515847
7,41,0.4775391,-0.8115234,-0.5175781,0.7294922,0.03034735,-0.07675269
7,42,0.7973633,-0.8554688,-0.5947266,0.65625,0.03262197,-0.07888585
7,43,1.09082,-0.578125,-0.8242188,0.7753906,0.03259077,-0.08011955
7,44,1.080078,-0.4985352,-0.956543,0.7963867,0.03220864,-0.08054318
7,45,1.046875,-0.3779297,-0.8803711,0.5571289,0.0308488,-0.07842861
7,46,0.9931641,-0.4086914,-0.7978516,0.4658203,0.02958022,-0.07686742
7,47,0.9931641,-0.4086914,-0.7402344,0.2456055,0.02884701,-0.07584975
7,48,0.8828125,-0.3652344,-0.5761719,0.2734375,0.02846061,-0.07527092
7,49,0.8813477,-0.3383789,-1.02002,0.3359375,0.02769887,-0.07463609
7,50,0.8901367,-0.3227539,-0.9165039,0.5043945,0.02581894,-0.074248
7,51,0.96875,-0.34375,-1.075684,0.8359375,0.02393833,-0.07376768
7,52,0.9951172,-0.3662109,-0.7207031,0.9228516,0.02350887,-0.07363983
7,53,0.9516602,-0.3120117,-0.6210938,0.8657227,0.02367558,-0.07459483
7,54,0.9443359,-0.3364258,-0.5341797,0.7641602,0.0234546,-0.07518759
7,55,0.8847656,-0.3652344,-0.6113281,0.7373047,0.02346211,-0.0758424
7,56,0.9057617,-0.3466797,-0.8447266,0.5322266,0.02245778,-0.07583877
7,57,0.9233398,-0.3398438,-0.8374023,0.1904297,0.02115388,-0.0760797
7,58,0.9233398,-0.3398438,-0.7299805,0.05029297,0.01921766,-0.076767
7,59,0.9233398,-0.3398438,-0.7397461,0.1835938,0.0183097,-0.07699909
7,60,0.9311523,-0.3330078,-0.6933594,0.3369141,0.01791086,-0.07729825
7,61,0.9213867,-0.3735352,-0.7509766,0.8266602,0.01772391,-0.07744033
7,62,1.005859,-0.4018555,-0.6884766,0.9316406,0.01743986,-0.07742096
7,63,0.9887695,-0.3359375,-0.4179688,0.9677734,0.01709624,-0.07756437
7,64,0.8579102,-0.3422852,-0.5996094,1.330566,0.01702421,-0.07742565
7,65,0.8603516,-0.4091797,-0.4775391,1.097168,0.01794637,-0.07696427
7,66,0.8925781,-0.3564453,-0.3945313,1.191895,0.02039451,-0.07719581
7,67,0.9482422,-0.3657227,0.203125,0.6948242,0.02308199,-0.07781573
7,68,0.956543,-0.3857422,0.6430664,1.044434,0.0248803,-0.07824209
7,69,0.9223633,-0.3510742,0.3774414,1.000977,0.02601214,-0.07860555
7,70,0.921875,-0.3076172,-0.2875977,1.05127,0.0263918,-0.07884296
7,71,0.9165039,-0.2998047,-0.6088867,0.8901367,0.0257397,-0.07971816
7,72,0.8916016,-0.3642578,-0.7099609,0.652832,0.0231817,-0.07973697
7,73,0.8676758,-0.328125,-0.6967773,0.3193359,0.02126703,-0.07910191
7,74,0.9936523,-0.3657227,-0.7573242,0.2670898,0.01882723,-0.07800747
7,75,1.181641,-0.4331055,-0.8881836,0.5576172,0.01755905,-0.07737537
7,76,1.313477,-0.8212891,-0.8793945,1.038574,0.01789952,-0.07702953
7,77,0.8071289,-0.984375,-0.7954102,1.141602,0.01939097,-0.07664824
7,78,-0.03613281,-0.4335938,-0.7392578,1.034668,0.0209608,-0.07631221
7,79,0.2324219,-0.3955078,-0.4052734,0.7817383,0.02240514,-0.07580692
7,80,0.3344727,-0.2924805,-0.3632813,0.5454102,0.02393239,-0.07543036
7,81,0.3505859,-0.4658203,-0.4853516,0.5761719,0.0250922,-0.07523785
7,82,0.4345703,-1.011719,-0.4775391,0.7089844,0.02584146,-0.07490367
7,83,0.03271484,-1.209961,-0.5390625,0.2612305,0.02645282,-0.07449103
7,84,-0.3803711,-0.6240234,-0.5683594,0.5961914,0.02637292,-0.073631
7,85,-0.2490234,-0.4858398,-0.3935547,0.4672852,0.02586547,-0.07382511
7,86,-0.2807617,-0.3642578,-0.2768555,0.9477539,0.02458135,-0.07653632
7,87,-0.2954102,-0.3325195,0.1391602,1.585938,0.0245969,-0.07693394
7,88,1.018555,-0.8862305,1.056641,1.085938,0.02469756,-0.07735614
7,89,0.5332031,-0.8188477,0.2861328,1.50293,0.02522058,-0.07763496
7,90,0.3745117,-0.7348633,-0.1679688,0.8535156,0.02605291,-0.07729709
7,91,0.3496094,-0.4970703,-0.1191406,0.5800781,0.02655299,-0.07700379
7,92,0.9633789,-0.4648438,0.3725586,1.316406,0.02658061,-0.07702972
7,93,1.209961,-0.2954102,0.9580078,0.8276367,0.02633614,-0.07728243
7,94,1.22998,-0.3466797,0.6826172,1.028809,0.02577241,-0.07771143
7,95,1.069336,-0.425293,-0.004394531,0.2255859,0.025309,-0.0780011
7,96,0.9458008,-0.3476563,-0.1015625,1.15332,0.02507287,-0.07821617
7,97,0.9169922,-0.3032227,-0.7724609,0.6147461,0.02437826,-0.07855518
7,98,0.8710938,-0.3549805,0.07421875,0.9106445,0.02382396,-0.07869503
7,99,0.9101563,-0.3256836,-0.05859375,0.8115234,0.02349409,-0.0787247
7,100,0.9389648,-0.3222656,0.08447266,0.6391602,0.02303824,-0.07864761
7,101,0.9267578,-0.3120117,0.5517578,0.5166016,0.02228158,-0.07834852
7,102,0.9443359,-0.3452148,0.9492188,0.5551758,0.02182441,-0.07804631
7,103,0.9140625,-0.2890625,1.325684,0.503418,0.02172802,-0.07794704
8,0,0.9306641,-0.1748047,0.9282227,0.1977539,-0.1071429,-0.1454529
8,1,0.9326172,-0.168457,0.9277344,0.2011719,-0.1070474,-0.1454684
8,2,0.9331055,-0.1733398,0.9296875,0.2021484,-0.1070381,-0.1454756
8,3,0.9350586,-0.1704102,0.9291992,0.2006836,-0.1069515,-0.1454777
8,4,0.9296875,-0.171875,0.9301758,0.2041016,-0.1069519,-0.1454726
8,5,0.9326172,-0.171875,0.9506836,0.2299805,-0.1069131,-0.1454761
8,6,0.9423828,-0.1738281,1.106934,0.3505859,-0.1069195,-0.1454694
8,7,0.9365234,-0.1757813,1.217285,0.4868164,-0.1069588,-0.1454332
8,8,0.9365234,-0.1743164,0.953125,0.5703125,-0.1074886,-0.1452104
8,9,0.9165039,-0.1513672,0.2568359,0.2216797,-0.1067002,-0.1453511
8,10,0.9394531,-0.1308594,-0.03417969,0.03027344,-0.105936,-0.1452031
8,11,0.9785156,-0.171875,0.2460938,0.3168945,-0.1047059,-0.1451188
8,12,0.9150391,-0.1865234,-0.2797852,0.8525391,-0.1034146,-0.14546
8,13,0.9619141,-0.1142578,-0.4960938,0.7451172,-0.1021566,-0.1455194
8,14,0.9477539,-0.2158203,-0.3476563,0.7490234,-0.1018291,-0.1455153
8,15,0.9238281,-0.2397461,0.09179688,1.022461,-0.1016466,-0.1455436
