video,frame,left-x,left-y,right-x,right-y,nose-x,nose-y
1,26,0.9189453,-0.4555664,-0.4516602,0.7929688,0.06099657,-0.2530738
1,27,0.9433594,-0.3066406,-0.6601563,0.6420898,0.06093226,-0.2532383
1,28,1.004883,-0.2729492,-0.3969727,0.4526367,0.05972253,-0.2531807
1,29,0.9072266,-0.2158203,-0.2480469,1.029297,0.05978947,-0.2531014
1,30,0.9438477,-0.4111328,-0.3774414,0.7519531,0.05988901,-0.2532887
1,31,0.9428711,-0.2993164,-0.1264648,0.4682617,0.05935184,-0.2540326
1,32,0.9179688,-0.3276367,-0.1850586,0.7280273,0.05656633,-0.2538114
1,33,0.9370117,-0.3271484,-0.1655273,0.7495117,0.05495987,-0.2532961
1,34,0.9682617,-0.3095703,0.1987305,0.7421875,0.05272986,-0.252861
1,35,0.9399414,-0.3110352,0.6328125,0.8369141,0.0510623,-0.2528613
1,36,0.9414063,-0.3037109,0.5458984,0.9433594,0.05028848,-0.2529884
1,37,0.9472656,-0.3198242,0.4160156,0.9228516,0.05010868,-0.2530008
1,38,0.953125,-0.3051758,0.1884766,0.7407227,0.05004212,-0.2528794
1,39,0.9248047,-0.3110352,0.05957031,0.6635742,0.05045334,-0.2529185
1,40,0.9575195,-0.2958984,-0.2558594,0.3149414,0.05115234,-0.2532421
1,41,0.9125977,-0.3720703,-0.331543,0.559082,0.05160165,-0.2535957
1,42,0.965332,-0.2827148,-0.002929688,0.7480469,0.05138416,-0.2535483
1,43,0.921875,-0.3325195,-0.1972656,0.7900391,0.05182387,-0.2536889
1,44,0.9448242,-0.3183594,-0.1577148,0.7978516,0.05179124,-0.2536567
1,45,0.9521484,-0.2949219,-0.3076172,0.8032227,0.05200578,-0.2538238
1,46,0.9458008,-0.3413086,-0.4130859,0.7485352,0.05238861,-0.2544434
1,47,0.9321289,-0.3271484,-0.4477539,0.6113281,0.05273388,-0.253489
1,48,0.9575195,-0.2988281,-0.5063477,0.597168,0.05154832,-0.2525872
1,49,0.9384766,-0.3300781,-0.5239258,0.5693359,0.0504311,-0.2527726
1,50,0.9394531,-0.3295898,-0.6108398,0.5698242,0.04981745,-0.2533114
1,51,0.9511719,-0.3325195,-0.6337891,0.6191406,0.04962343,-0.2536297
1,52,0.8984375,-0.3100586,-0.4794922,0.6757813,0.04988249,-0.2530727
1,53,0.9624023,-0.2807617,-0.5449219,0.5776367,0.05050563,-0.2509017
1,54,0.9658203,-0.3535156,-1.005859,0.1708984,0.05107747,-0.2506604
1,55,0.9238281,-0.3798828,-0.9702148,0.1196289,0.0505197,-0.2506677
1,56,0.9394531,-0.2817383,-0.9658203,0.1918945,0.05007718,-0.2506999
1,57,0.9658203,-0.2944336,-0.8398438,0.3291016,0.04999607,-0.2506923
1,58,0.9418945,-0.293457,-0.7958984,0.3803711,0.05000383,-0.2506683
1,59,0.9365234,-0.2939453,-0.8037109,0.3779297,0.05003117,-0.2506571
1,60,0.9306641,-0.3476563,-0.7631836,0.3652344,0.05011164,-0.2506076
1,61,0.9082031,-0.3569336,-0.565918,0.4975586,0.0504368,-0.2508622
1,62,0.9321289,-0.2685547,-0.5356445,0.5981445,0.0505674,-0.2511517
1,63,0.9624023,-0.2871094,-0.2514648,0.5859375,0.05048713,-0.2511661
1,64,0.9394531,-0.3417969,-0.09277344,0.6098633,0.05023315,-0.2511511
1,65,0.9560547,-0.3325195,-0.04150391,0.6933594,0.05002386,-0.2511264
1,66,0.956543,-0.3046875,0.2553711,0.7246094,0.04997346,-0.2510389
1,67,0.9594727,-0.2915039,0.5698242,0.668457,0.05043418,-0.2511385
1,68,0.9458008,-0.3310547,0.7724609,0.8164063,0.05198457,-0.2514447
1,69,0.9448242,-0.3208008,1.081543,0.5429688,0.0542214,-0.2519261
1,70,0.9165039,-0.2973633,1.002441,0.5141602,0.05657022,-0.2526886
1,71,0.9462891,-0.309082,0.8383789,0.7021484,0.05688957,-0.25273
1,72,0.9345703,-0.3378906,0.9047852,0.3955078,0.05752288,-0.2527788
1,73,0.9365234,-0.3232422,0.8999023,0.3984375,0.05823553,-0.2528916
1,74,0.9360352,-0.3173828,0.8925781,0.409668,0.05878802,-0.2530529
1,75,0.940918,-0.309082,0.9082031,0.3740234,0.05937954,-0.2533222
1,76,0.9438477,-0.3286133,0.8945313,0.3491211,0.06008945,-0.2535419
1,77,0.9492188,-0.3125,0.8964844,0.3681641,0.06021154,-0.2535404
1,78,0.9389648,-0.3071289,0.8959961,0.359375,0.06018243,-0.2534755
1,79,0.9428711,-0.3217773,0.8896484,0.4101563,0.06035475,-0.2535646
1,80,0.9467773,-0.3183594,0.8925781,0.3935547,0.06031241,-0.2536364
1,81,0.9433594,-0.3105469,0.9003906,0.394043,0.06041577,-0.2537039
1,82,0.9482422,-0.300293,0.8959961,0.3759766,0.06063119,-0.2536536
1,83,0.949707,-0.3066406,0.9023438,0.3808594,0.0606009,-0.2535928
1,84,0.9443359,-0.3041992,0.9023438,0.3671875,0.06084918,-0.2536945
1,85,0.9487305,-0.3110352,0.8945313,0.3725586,0.06104159,-0.2538425
1,86,0.9428711,-0.2983398,0.9067383,0.3764648,0.06109872,-0.2539304
1,87,0.9482422,-0.3125,0.8969727,0.3818359,0.06120111,-0.2539712
1,88,0.9448242,-0.3061523,0.8999023,0.3745117,0.06081676,-0.2538111
1,89,0.9492188,-0.3051758,0.8974609,0.3740234,0.06090977,-0.2539129
1,90,0.9433594,-0.3022461,0.8994141,0.3769531,0.06108944,-0.254038
1,91,0.9477539,-0.3041992,0.9018555,0.3793945,0.06114738,-0.2540419
1,92,0.9472656,-0.3007813,0.8901367,0.3793945,0.06114841,-0.2540347
1,93,0.949707,-0.3056641,0.8964844,0.3823242,0.06115113,-0.254078
1,94,0.9487305,-0.3027344,0.9038086,0.3857422,0.06091955,-0.2539559
1,95,0.9487305,-0.3095703,0.8935547,0.3720703,0.06091159,-0.2540198
1,96,0.9501953,-0.3027344,0.8955078,0.3730469,0.06095506,-0.2539583
1,97,0.9375,-0.3100586,0.8959961,0.3813477,0.06101823,-0.2539137
1,98,0.9619141,-0.2924805,0.8964844,0.3842773,0.06104477,-0.2538937
1,99,0.9384766,-0.3056641,0.8974609,0.3764648,0.06111706,-0.2539642
1,100,0.9492188,-0.3134766,0.9042969,0.3803711,0.06112232,-0.2539469
1,101,0.9472656,-0.3071289,0.9003906,0.3681641,0.06114342,-0.2539249
1,102,0.9438477,-0.3037109,0.9008789,0.3701172,0.06114825,-0.2538785
1,103,0.9458008,-0.309082,0.9047852,0.3725586,0.06094272,-0.2537228
1,104,0.9438477,-0.3046875,0.8959961,0.3735352,0.06079434,-0.2536046
2,0,0.9677734,-0.2382813,0.8979492,0.4047852,0.03271841,-0.1592937
2,1,0.9599609,-0.2451172,0.8950195,0.4008789,0.03246361,-0.1597342
2,2,0.972168,-0.2397461,0.894043,0.3925781,0.03204788,-0.1600274
2,3,0.9609375,-0.2387695,0.8896484,0.3935547,0.03178108,-0.1602368
2,4,0.9609375,-0.2451172,0.8867188,0.4023438,0.03166166,-0.1605023
2,5,0.9643555,-0.2441406,0.8745117,0.4194336,0.0316351,-0.1607537
2,6,0.9731445,-0.2363281,0.8691406,0.421875,0.03160261,-0.16086
2,7,0.9716797,-0.2495117,0.8925781,0.453125,0.03164338,-0.1610864
2,8,0.9814453,-0.2597656,0.940918,0.5112305,0.03169729,-0.1611545
2,9,0.9794922,-0.2597656,1.009277,0.5957031,0.03190938,-0.1613343
2,10,0.9516602,-0.246582,0.8378906,1.052246,0.03183155,-0.1613709
2,11,0.9506836,-0.2739258,0.769043,1.052246,0.03146866,-0.1612166
2,12,0.9604492,-0.2597656,0.6152344,0.9101563,0.03096594,-0.1607006
2,13,0.9404297,-0.2246094,0.04785156,0.7597656,0.03034779,-0.1599186
2,14,0.9887695,-0.2402344,0.2104492,0.8149414,0.03107387,-0.1596747
2,15,0.9824219,-0.2695313,0.5507813,0.690918,0.03228661,-0.159835
2,16,0.9570313,-0.2817383,0.4174805,0.5244141,0.03323979,-0.1598806
2,17,0.940918,-0.2573242,0.4174805,0.5244141,0.03402276,-0.1596174
2,18,0.9111328,-0.2841797,0.3574219,0.3579102,0.03449239,-0.1594269
2,19,0.9599609,-0.359375,0.152832,0.4643555,0.0347285,-0.1594811
2,20,0.9277344,-0.234375,0.152832,0.4643555,0.03482619,-0.1597017
2,21,0.9394531,-0.2236328,0.152832,0.4643555,0.03484096,-0.1597185
2,22,0.9677734,-0.375,0.152832,0.4643555,0.03485966,-0.1597764
2,23,1.013184,-0.3027344,0.152832,0.4643555,0.03468653,-0.1599046
2,24,0.9282227,-0.1933594,0.152832,0.4643555,0.03439555,-0.1601868
2,25,0.9541016,-0.3217773,0.1035156,0.6430664,0.03392554,-0.160244
2,26,1.006348,-0.3095703,-0.02050781,0.7045898,0.03328229,-0.1598945
2,27,1.002441,-0.277832,0.1435547,1.099609,0.03251819,-0.1587156
2,28,0.9482422,-0.2685547,0.006347656,1.562988,0.03203904,-0.158162
2,29,0.8710938,-0.2641602,0.1762695,1.390625,0.03176074,-0.1577154
2,30,0.9487305,-0.3149414,0.2275391,1.085449,0.03158596,-0.15736
2,31,0.9833984,-0.2924805,0.3818359,0.6992188,0.03148312,-0.1569812
2,32,0.9575195,-0.2392578,0.6166992,0.234375,0.03127519,-0.1565537
2,33,0.9916992,-0.2651367,-0.2607422,0.8735352,0.03129906,-0.1564347
2,34,0.9692383,-0.2802734,0.08935547,0.7797852,0.03112037,-0.1565252
2,35,0.9291992,-0.2880859,-0.04345703,0.9414063,0.03106575,-0.156613
2,36,0.9204102,-0.2788086,-0.03955078,1.275391,0.03095756,-0.1566429
2,37,0.9394531,-0.2915039,0.2070313,1.080078,0.03060464,-0.1566292
2,38,0.9760742,-0.2729492,0.3505859,1.343262,0.03048335,-0.1566619
2,39,0.9575195,-0.2568359,-0.02246094,1.083008,0.02980762,-0.156737
2,40,0.9506836,-0.2470703,-0.4624023,0.8945313,0.02875932,-0.1568234
2,41,0.9604492,-0.284668,-0.6030273,0.7041016,0.02724239,-0.1568938
2,42,0.9521484,-0.2592773,-0.5722656,0.6845703,0.02937428,-0.1524644
2,43,0.9663086,-0.246582,-0.5268555,0.512207,0.02994587,-0.1517975
2,44,0.9667969,-0.2509766,-0.5458984,0.4707031,0.02979046,-0.1523858
2,45,0.9770508,-0.2446289,-0.6118164,0.5292969,0.03010733,-0.1527494
2,46,0.953125,-0.2788086,-0.6967773,0.5981445,0.03016775,-0.1527467
2,47,0.9023438,-0.2744141,-0.6606445,0.7011719,0.03055167,-0.1511715
2,48,0.9853516,-0.2578125,-0.5800781,0.7817383,0.02906446,-0.1493543
2,49,0.9731445,-0.2680664,-0.8505859,0.5991211,0.02510167,-0.1517058
2,50,0.9404297,-0.2504883,-0.9462891,0.3188477,0.02122668,-0.1536412
2,51,0.984375,-0.2749023,-0.9501953,0.4023438,0.02115407,-0.1544577
2,52,0.9829102,-0.2836914,-0.9628906,0.3837891,0.0209609,-0.1551626
2,53,0.9760742,-0.2436523,-0.7202148,0.4594727,0.02086783,-0.1557045
2,54,0.9140625,-0.25,-0.4169922,0.4614258,0.020797,-0.1560259
2,55,0.9384766,-0.2441406,-0.4853516,0.362793,0.0202936,-0.1560078
2,56,0.9956055,-0.2246094,-0.4414063,0.6166992,0.01921221,-0.1556386
2,57,0.996582,-0.2368164,0.1582031,0.5908203,0.01853582,-0.155347
2,58,0.9775391,-0.2651367,0.4921875,0.7924805,0.01806835,-0.1551972
2,59,0.9370117,-0.2890625,0.9658203,1.083008,0.01781543,-0.1551774
2,60,0.9609375,-0.2734375,1.441895,0.2172852,0.01791986,-0.1552191
2,61,0.9477539,-0.2763672,1.165039,0.5234375,0.01822953,-0.1554113
2,62,0.9365234,-0.2685547,0.8994141,0.4863281,0.01888558,-0.1557425
2,63,0.949707,-0.2641602,0.8242188,0.5551758,0.01964569,-0.156201
2,64,0.9946289,-0.2573242,0.8774414,0.4169922,0.02052085,-0.1567878
2,65,0.9648438,-0.2407227,0.9765625,0.1972656,0.02129776,-0.1570284
2,66,0.9370117,-0.2587891,0.9296875,0.3051758,0.02216307,-0.1573854
2,67,0.9575195,-0.237793,0.9057617,0.3540039,0.02286229,-0.1577034
2,68,0.9755859,-0.2451172,0.9262695,0.2866211,0.02369448,-0.1579854
2,69,0.9575195,-0.2558594,0.9135742,0.3364258,0.02414981,-0.1581705
2,70,0.9536133,-0.2670898,0.8896484,0.3574219,0.02493793,-0.1583437
2,71,0.9594727,-0.2573242,0.9082031,0.359375,0.02571568,-0.1585135
2,72,0.965332,-0.2592773,0.9125977,0.3676758,0.02627785,-0.1587309
2,73,0.9545898,-0.2543945,0.9047852,0.3696289,0.02693232,-0.1588803
2,74,0.9604492,-0.2617188,0.8896484,0.3813477,0.02740983,-0.1587602
2,75,0.9672852,-0.2485352,0.8984375,0.3725586,0.02772886,-0.1586716
2,76,0.96875,-0.2543945,0.9018555,0.3632813,0.028016,-0.1586415
2,77,0.9589844,-0.2583008,0.8881836,0.3710938,0.02846984,-0.1587601
2,78,0.9599609,-0.2553711,0.890625,0.3813477,0.02883502,-0.1589476
2,79,0.9609375,-0.2583008,0.8984375,0.3774414,0.02903233,-0.1590716
2,80,0.9648438,-0.2475586,0.8911133,0.3828125,0.02942699,-0.1591504
2,81,0.9697266,-0.237793,0.8945313,0.3725586,0.02995165,-0.1593752
2,82,0.9658203,-0.2460938,0.9033203,0.3798828,0.03037796,-0.1596258
2,83,0.9555664,-0.2441406,0.9038086,0.3666992,0.03072503,-0.1597274
2,84,0.9580078,-0.2436523,0.9047852,0.3696289,0.03139908,-0.1598562
2,85,0.9594727,-0.2495117,0.8964844,0.3686523,0.03168811,-0.1598915
2,86,0.9643555,-0.2397461,0.8999023,0.3730469,0.03194015,-0.1600075
2,87,0.9677734,-0.2421875,0.8984375,0.3657227,0.03218246,-0.1601436
2,88,0.9619141,-0.2348633,0.8979492,0.3681641,0.03232648,-0.1601848
2,89,0.9609375,-0.2441406,0.902832,0.3691406,0.03248179,-0.1602314
2,90,0.9624023,-0.2436523,0.8833008,0.3852539,0.03256104,-0.1602523
2,91,0.9658203,-0.2529297,0.9042969,0.3666992,0.03263736,-0.1603066
2,92,0.9643555,-0.2490234,0.8920898,0.3779297,0.03272136,-0.1603191
2,93,0.9575195,-0.246582,0.8979492,0.3735352,0.03271757,-0.1603174
2,94,0.9550781,-0.2578125,0.8964844,0.3852539,0.03282146,-0.1602978
2,95,0.9638672,-0.2524414,0.8989258,0.387207,0.03283026,-0.1602811
2,96,0.9628906,-0.2607422,0.8891602,0.3925781,0.0328644,-0.1603132
2,97,0.9663086,-0.265625,0.8964844,0.3891602,0.0328599,-0.1603337
2,98,0.9604492,-0.2626953,0.8867188,0.3950195,0.03289787,-0.1603478
2,99,0.9672852,-0.2641602,0.8857422,0.3891602,0.03282123,-0.1602894
2,100,0.9545898,-0.2597656,0.8896484,0.3881836,0.032786,-0.1602588
2,101,0.9506836,-0.2666016,0.8852539,0.3823242,0.03269677,-0.1602581
2,102,0.953125,-0.2573242,0.9018555,0.3681641,0.03223194,-0.1603417
2,103,0.9541016,-0.253418,0.9042969,0.3798828,0.03189133,-0.1604913
2,104,0.9599609,-0.2475586,0.8955078,0.3837891,0.03071676,-0.1608131
2,105,0.9580078,-0.2490234,0.8969727,0.3852539,0.02924445,-0.1610429
3,0,0.9111328,-0.3017578,0.8994141,0.2275391,-0.02232933,-0.1567148
3,1,0.9111328,-0.3017578,0.9013672,0.2373047,-0.02230302,-0.1565974
3,2,0.9111328,-0.3017578,0.8959961,0.234375,-0.02231913,-0.1564469
3,3,0.9111328,-0.3017578,0.9003906,0.2265625,-0.02231018,-0.1563398
3,4,0.9111328,-0.3017578,0.9008789,0.2270508,-0.02234276,-0.1562947
3,5,0.9111328,-0.3017578,0.8969727,0.2329102,-0.02240105,-0.1562432
3,6,0.9111328,-0.3017578,0.8989258,0.2319336,-0.02242279,-0.1561597
3,7,0.9111328,-0.3017578,0.8989258,0.2280273,-0.02249737,-0.1560573
3,8,0.9111328,-0.3017578,0.9008789,0.234375,-0.02251231,-0.1560812
3,9,0.9111328,-0.3017578,0.9013672,0.237793,-0.02255705,-0.1561038
3,10,0.9111328,-0.3017578,0.8974609,0.2358398,-0.02260424,-0.1561136
3,11,0.9111328,-0.3017578,0.9052734,0.2348633,-0.0226557,-0.1561024
3,12,0.9111328,-0.3017578,0.9145508,0.2426758,-0.02272348,-0.1560403
3,13,0.9111328,-0.3017578,0.9277344,0.2700195,-0.02279972,-0.1560521
3,14,0.9111328,-0.3017578,1.012695,0.2763672,-0.02287179,-0.1560604
3,15,0.9111328,-0.3017578,0.9697266,0.3554688,-0.02313106,-0.1558278
3,16,0.9111328,-0.3017578,0.828125,0.4306641,-0.02438337,-0.1552525
3,17,0.9111328,-0.3017578,0.7192383,0.4794922,-0.02548256,-0.154999
3,18,0.9111328,-0.3017578,0.4365234,0.4433594,-0.02461861,-0.1552146
3,19,0.9111328,-0.3017578,0.2587891,0.3881836,-0.02395658,-0.1550697
3,20,0.9111328,-0.3017578,-0.007324219,0.3955078,-0.02334588,-0.1548103
3,21,0.9111328,-0.3017578,0.05810547,0.4316406,-0.0222396,-0.1549399
3,22,0.9111328,-0.3017578,-0.1459961,0.4692383,-0.021485,-0.1552452
3,23,0.9111328,-0.3017578,-0.1035156,0.5507813,-0.02112053,-0.1554317
3,24,0.9111328,-0.3017578,-0.3691406,0.7407227,-0.02111137,-0.1554734
3,25,0.9111328,-0.3017578,-0.4404297,0.6972656,-0.02108354,-0.1556149
3,26,0.9111328,-0.3017578,-0.4384766,0.9125977,-0.02107897,-0.155617
3,27,0.9111328,-0.3017578,-0.08154297,0.3041992,-0.02117418,-0.1556209
3,28,0.9111328,-0.3017578,-0.2993164,0.7646484,-0.02135159,-0.1557116
3,29,0.9111328,-0.3017578,-0.34375,0.734375,-0.02147924,-0.155767
3,30,0.9111328,-0.3017578,-0.3857422,0.7089844,-0.02162435,-0.155815
3,31,0.9111328,-0.3017578,-0.3164063,0.7285156,-0.02174453,-0.1558158
3,32,0.9111328,-0.3017578,-0.2026367,0.6328125,-0.02211982,-0.1558586
3,33,0.9111328,-0.3017578,-0.1787109,0.5717773,-0.02256661,-0.1559032
3,34,0.9111328,-0.3017578,-0.1987305,0.5961914,-0.02342851,-0.1558235
3,35,0.9111328,-0.3017578,-0.1660156,0.5839844,-0.02491867,-0.1552911
3,36,0.9111328,-0.3017578,-0.2124023,0.5390625,-0.02549734,-0.1551546
3,37,0.9111328,-0.3017578,-0.06445313,0.5664063,-0.02771086,-0.1547444
3,38,0.9111328,-0.3017578,0.08544922,0.6914063,-0.02921065,-0.1544034
3,39,0.9111328,-0.3017578,0.03808594,0.5644531,-0.03081406,-0.1541462
3,40,0.9111328,-0.3017578,0.4189453,0.6464844,-0.0314319,-0.1539599
3,41,0.9111328,-0.3017578,0.3657227,0.628418,-0.03183158,-0.1538481
3,42,0.9111328,-0.3017578,0.3525391,0.6166992,-0.03201098,-0.1538576
3,43,0.9111328,-0.3017578,0.3779297,0.5957031,-0.03212035,-0.1538785
3,44,0.9111328,-0.3017578,0.5336914,0.3100586,-0.03214817,-0.1539261
3,45,0.9111328,-0.3017578,0.5151367,0.9584961,-0.03202399,-0.1539237
3,46,0.9111328,-0.3017578,0.3144531,0.5649414,-0.03176351,-0.1539104
3,47,0.9111328,-0.3017578,0.3549805,0.4951172,-0.03166185,-0.1539772
3,48,0.9111328,-0.3017578,0.4824219,0.5454102,-0.03150119,-0.1541014
3,49,0.9111328,-0.3017578,0.4169922,0.5522461,-0.03137724,-0.1541807
3,50,0.9111328,-0.3017578,0.3979492,0.5693359,-0.03124433,-0.1542287
3,51,0.9111328,-0.3017578,0.4477539,0.6274414,-0.03125772,-0.1542473
3,52,0.9111328,-0.3017578,0.2998047,0.684082,-0.03123332,-0.1543593
3,53,0.9111328,-0.3017578,0.2734375,0.6787109,-0.03122158,-0.1544828
3,54,0.9111328,-0.3017578,-0.09521484,0.7436523,-0.03130593,-0.154623
3,55,0.9111328,-0.3017578,-0.04248047,0.7255859,-0.03147019,-0.1551858
3,56,0.9111328,-0.3017578,-0.2636719,0.6723633,-0.03273395,-0.1582965
3,57,0.9111328,-0.3017578,-0.2958984,0.7416992,-0.03297374,-0.1585934
3,58,0.9111328,-0.3017578,-0.4155273,0.6264648,-0.03217044,-0.1595438
3,59,0.9111328,-0.3017578,-0.4311523,0.6054688,-0.03082557,-0.1600699
3,60,0.9111328,-0.3017578,-0.4926758,0.5927734,-0.02971001,-0.1600851
3,61,0.9111328,-0.3017578,-0.5371094,0.6494141,-0.02923949,-0.1600432
3,62,0.9111328,-0.3017578,-0.6333008,0.6884766,-0.02889186,-0.1600457
3,63,0.9111328,-0.3017578,-0.6835938,0.7324219,-0.02864064,-0.1600524
3,64,0.9111328,-0.3017578,-0.671875,0.7617188,-0.02818877,-0.1601429
3,65,0.9111328,-0.3017578,-0.6040039,0.862793,-0.02797672,-0.1599641
3,66,0.9111328,-0.3017578,-0.4931641,0.8129883,-0.02809759,-0.1594152
3,67,0.9111328,-0.3017578,-0.4931641,0.8129883,-0.02874784,-0.1585226
3,68,0.9111328,-0.3017578,-0.9750977,0.3251953,-0.03017528,-0.1580768
3,69,0.9111328,-0.3017578,-1.034668,0.1777344,-0.03099953,-0.1579922
3,70,0.9111328,-0.3017578,-1.068848,0.2939453,-0.03149425,-0.1580013
3,71,0.9111328,-0.3017578,-0.9770508,0.3730469,-0.03179994,-0.158025
3,72,0.9111328,-0.3017578,-0.8881836,0.4370117,-0.03187814,-0.1580999
3,73,0.9111328,-0.3017578,-0.8647461,0.4291992,-0.03181823,-0.1581398
3,74,0.9111328,-0.3017578,-0.8662109,0.409668,-0.03175216,-0.1580641
3,75,0.9111328,-0.3017578,-0.8217773,0.3994141,-0.03153792,-0.1579902
3,76,0.9111328,-0.3017578,-0.6992188,0.402832,-0.03135957,-0.157973
3,77,0.9111328,-0.3017578,-0.6630859,0.4355469,-0.03118917,-0.15792
3,78,0.9111328,-0.3017578,-0.4350586,0.4921875,-0.03107219,-0.1578346
3,79,0.9111328,-0.3017578,-0.2939453,0.5908203,-0.0310473,-0.1577657
3,80,0.9111328,-0.3017578,0.06298828,0.6777344,-0.03095646,-0.1576008
3,81,0.9111328,-0.3017578,0.2387695,0.6518555,-0.03080856,-0.1575761
3,82,0.9111328,-0.3017578,0.4462891,0.5981445,-0.03092706,-0.1574419
3,83,0.9111328,-0.3017578,0.7646484,0.5976563,-0.03114745,-0.1571782
3,84,0.9111328,-0.3017578,0.9077148,0.4780273,-0.03111537,-0.1569611
3,85,0.9111328,-0.3017578,0.9936523,0.4472656,-0.03088215,-0.1569017
3,86,0.9111328,-0.3017578,0.9643555,0.4091797,-0.03051781,-0.1569304
3,87,0.9111328,-0.3017578,0.8808594,0.34375,-0.03025729,-0.1569584
3,88,0.9111328,-0.3017578,0.8662109,0.2651367,-0.02998369,-0.1568108
3,89,0.9111328,-0.3017578,0.862793,0.2675781,-0.02971607,-0.1566786
3,90,0.9111328,-0.3017578,0.8574219,0.2739258,-0.02953793,-0.1565519
3,91,0.9111328,-0.3017578,0.887207,0.2592773,-0.02934996,-0.1565428
3,92,0.9111328,-0.3017578,0.8994141,0.2734375,-0.02927808,-0.156505
3,93,0.9111328,-0.3017578,0.8896484,0.2705078,-0.02917617,-0.1563945
3,94,0.9111328,-0.3017578,0.8808594,0.262207,-0.0289966,-0.1561592
3,95,0.9111328,-0.3017578,0.878418,0.2695313,-0.02891147,-0.1561447
3,96,0.9111328,-0.3017578,0.8828125,0.2626953,-0.02883879,-0.1561823
3,97,0.9111328,-0.3017578,0.8808594,0.2617188,-0.02878434,-0.1561514
3,98,0.9111328,-0.3017578,0.8852539,0.2592773,-0.02878024,-0.1561081
3,99,0.9111328,-0.3017578,0.8793945,0.2578125,-0.02874068,-0.1560256
3,100,0.9111328,-0.3017578,0.8828125,0.2543945,-0.02871792,-0.1559937
3,101,0.9111328,-0.3017578,0.8891602,0.2563477,-0.0287183,-0.1559955
3,102,0.9111328,-0.3017578,0.8891602,0.253418,-0.02875909,-0.1559853
3,103,0.9111328,-0.3017578,0.8881836,0.253418,-0.02878721,-0.1559379
3,104,0.9111328,-0.3017578,0.8862305,0.2553711,-0.02885055,-0.155852
4,0,0.9179688,-0.3154297,0.8920898,0.3867188,-0.003607934,-0.08113799
4,1,0.9179688,-0.3154297,0.8945313,0.3901367,-0.003376344,-0.08117873
4,2,0.9179688,-0.3154297,0.8999023,0.387207,-0.003205115,-0.08120319
4,3,0.9179688,-0.3154297,0.8916016,0.3847656,-0.002980541,-0.08123167
4,4,0.9179688,-0.3154297,0.8974609,0.3876953,-0.002811836,-0.08124583
4,5,0.9179688,-0.3154297,0.8916016,0.3847656,-0.002677322,-0.08126531
4,6,0.9179688,-0.3154297,0.8916016,0.3920898,-0.00257573,-0.0812785
4,7,0.9179688,-0.3154297,0.8876953,0.3881836,-0.002450595,-0.08130411
4,8,0.9179688,-0.3154297,0.8920898,0.3935547,-0.002397179,-0.08131485
4,9,0.9179688,-0.3154297,0.9003906,0.3945313,-0.002369467,-0.08130562
4,10,0.9179688,-0.3154297,0.9047852,0.4584961,-0.002304378,-0.0812976
4,11,0.9179688,-0.3154297,1.056152,0.578125,-0.002286996,-0.08128271
4,12,0.9179688,-0.3154297,1.141602,0.7138672,-0.002655538,-0.08122475
4,13,0.9179688,-0.3154297,0.7080078,0.7861328,-0.005247742,-0.08071278
